"","g2","CI_lower","CI_upper","Rate","Rep"
"281",0.00797201650678314,-2.20593913396183e-06,0.0183436971953773,0.95,"Replicate26"
"282",0.052281709473877,7.72521462680475e-05,0.113860975030173,0.95,"Replicate25"
"283",0.00129156553995213,-1.6409559046332e-06,0.00346416268332238,0.95,"Replicate24"
"284",0.0136328148791356,-2.19880491743318e-06,0.0341088542660391,0.95,"Replicate23"
"285",0.0116042103930767,-1.43019598445315e-06,0.038820326882533,0.95,"Replicate22"
"286",0.00898980063345944,5.86534297536412e-07,0.0219923022890417,0.95,"Replicate21"
"287",0.0077750814535571,-1.51435603759076e-06,0.0277380736764979,0.95,"Replicate20"
"288",0.0138828550169769,-6.93530757892025e-07,0.0388432922515178,0.95,"Replicate2"
"289",0.056428832377448,1.68618337345994e-05,0.120941885086354,0.95,"Replicate19"
"290",0.00423853555631348,-1.03434613720477e-06,0.0148524153856355,0.95,"Replicate18"
"291",0.000830656771656724,-1.08748303648543e-06,0.00283387501754055,0.95,"Replicate17"
